"technique","musiplectic.value"
"time.signatures...2.2.",1.25414175422813
"time.signatures...2.4.",1.21239949121268
"time.signatures...3.4.",1.13324477840958
"time.signatures...3.8.",1.8246702320052
"time.signatures...4.4.",1
"time.signatures...5.4.",1.77534557580504
"time.signatures...6.8.",1.22173764613131
"time.signatures...7.8.",1.97366571110913
"time.signatures...9.8.",2.02444915151719
"time.signatures...12.8.",1.49848916321135
"time.signatures...12.16.",2.28550181142914
